Simulation_ID-0_NAME-TEST
Particle Count: 9
0.0,0.0,0.0_0.0,0.0,0.0_1836.15_1;1.0,0.0,0.0_0.0,0.0,0.0_1836.15_1;0.0,0.0,1.0_0.0,0.0,0.0_1836.15_1;0.0,2.0,0.0_0.0,0.0,0.0_1836.15_1;3.0,1.5,4.0_0.0,0.0,0.0_1836.15_1;-0.67,1.0,0.0_0.0,0.0,0.0_1836.15_-1;0.0,-1.0,0.0_0.0,0.0,0.0_1836.15_-1;1.0,3.0,0.0_0.0,0.0,0.0_1836.15_-1;-2.0,0.0,1.0_0.0,0.0,0.0_1836.15_-1;
-0.09351516670454826,-0.039123928778992914,-0.05579670907790757_-0.008147046739355063,-0.003718584557257643,-0.004798760963267042_1836.15_1;1.0431786850046167,-0.018684630335714263,-0.021513148655441097_0.0036180330482596837,-0.0016838898447611886,-0.0018681986992563015_1836.15_1;-0.047961866698995215,-0.012473361495305412,1.0447734100877986_-0.004254009090842451,-0.001096015979953926,0.003790780182070743_1836.15_1;-0.013038291525285099,2.012097393965205,-0.005047894232721306_-0.00112912343356185,0.001025897386501077,-4.3983188564468954E-4_1836.15_1;3.000918545991256,1.501714313835535,4.001923965792487_8.184195945990346E-5,1.551976121040431E-4,1.7153581080958327E-4_1836.15_1;-0.5949807848743782,0.9893744421325831,0.009125424441002072_0.006729185563781373,-0.0010258989311625528,8.072966017639066E-4_1836.15_-1;0.034290306908702585,-0.9031885254625572,0.018837110237022992_0.0030025653909828347,0.009038705495728706,0.0016555700163961647_1836.15_-1;0.9841716123400454,2.9717979839861055,0.0033009890917826135_-0.0014547039317739522,-0.0025565915618301176,2.950202783662819E-4_1836.15_-1;-1.9830630404414151,-0.001513687846860737,1.004396852315976_0.0015532572330495286,-1.388196193684013E-4,3.865886587613516E-4_1836.15_-1;
-0.1019705961367505,-0.04305613894099704,-0.06076397485835467_-0.008455429432202228,-0.003932210162004125,-0.004967265780447101_1836.15_1;1.0469075764558347,-0.020445694039420245,-0.023452994915506727_0.0037288914512179513,-0.0017610637037059809,-0.0019398462600656319_1836.15_1;-0.05239695799262002,-0.013613588706075952,1.0486882667136261_-0.004435091293624811,-0.0011402272107705412,0.00391485662582755_1836.15_1;-0.014208786273452666,2.0131566477498004,-0.005504626372494148_-0.0011704947481675676,0.0010592537845950769,-4.567321397728422E-4_1836.15_1;3.0010039294263455,1.5018767655600274,4.002102952184353_8.538343508930599E-5,1.6245172449221265E-4,1.7898639186577744E-4_1836.15_1;-0.5879529926308897,0.9882880522062052,0.009965941669581651_0.007027792243488501,-0.0010863899263778558,8.405172285795799E-4_1836.15_-1;0.03740651917544146,-0.8936677925686379,0.0205564008528613_0.0031162122667388733,0.009520732893919342,0.0017192906158383105_1836.15_-1;0.982644230706919,2.9691212308812602,0.0036089704053109_-0.0015273816331264156,-0.0026767531048451747,3.0798131352828637E-4_1836.15_-1;-1.9814329227308287,-0.001659482142163694,1.0047990643206222_0.0016301177105863972,-1.4579429530295676E-4,4.022120046460684E-4_1836.15_-1;
-0.11072204618640236,-0.04720757023915453,-0.06589091661395985_-0.008751450049651856,-0.004151431298157487,-0.005126941755605173_1836.15_1;1.0507398605423586,-0.02228352593416618,-0.0254624220570588_0.0038322840865239647,-0.001837831894745937,-0.002009427141552073_1836.15_1;-0.05701044632680116,-0.014796936393127295,1.052720237991499_-0.004613488334181139,-0.001183347687051343,0.004031971277872841_1836.15_1;-0.015418827319002777,2.0142472042808075,-0.005977708799275736_-0.001210041045550111,0.0010905565310070054,-4.730824267815878E-4_1836.15_1;3.001092804963237,1.502046453306701,4.002289290536607_8.887553689127816E-5,1.6968774667370956E-4,1.8633835225377723E-4_1836.15_1;-0.5806302901696256,0.9871399644825359,0.010838850556432127_0.007322702461264101,-0.001148087723669257,8.729088868504755E-4_1836.15_-1;0.04063079900118892,-0.8836578017937352,0.02233638600927254_0.0032242798257474587,0.010009990774902704,0.00177998515641124_1836.15_-1;0.9810436885323571,2.966324544682668,0.003929761067528836_-0.0016005421745618976,-0.0027966861985921202,3.207906622179362E-4_1836.15_-1;-1.9797255430373104,-0.0018123323925309746,1.0052165213089548_0.0017073796935182075,-1.528502503672806E-4,4.1745698833256143E-4_1836.15_-1;
-0.11975622738159197,-0.05158415957765845,-0.07116817069689457_-0.009034181195189615,-0.004376589338503929,-0.005277254082934726_1836.15_1;1.0546679279566928,-0.024197695727031343,-0.02753932765916994_0.003928067414334182,-0.0019141697928651644,-0.0020769056021111396_1836.15_1;-0.0617995795473118,-0.016022261918840656,1.056862223280768_-0.004789133220510642,-0.00122532552571336,0.004141985289269002_1836.15_1;-0.01666648661611839,2.01536694433382,-0.0064665702348211795_-0.001247659297115614,0.001119740053012109,-4.888614355454433E-4_1836.15_1;3.0011851210595624,1.5022233583992517,4.002482878122404_9.231609632536251E-5,1.7690509255060072E-4,1.93587585795968E-4_1836.15_1;-0.5730166762291952,0.9859290364481961,0.011743272020117358_0.007613613940430483,-0.0012109280343398944,9.044214636852316E-4_1836.15_-1;0.043956923916454775,-0.8731510569204403,0.02417366184917084_0.003326124915265859,0.01050674487329491,0.0018372758398983_1836.15_-1;0.9793694791905776,2.963408165696044,0.004263202539990688_-0.0016742093417795,-0.0029163789866243125,3.334414724618518E-4_1836.15_-1;-1.977940482349071,-0.0019723307333419427,1.0056488307784357_0.0017850606882394934,-1.5999834081096805E-4,4.3230946948095197E-4_1836.15_-1;
-0.12905885440158543,-0.05619218081753542,-0.07658581251333746_-0.009302627019993468,-0.004608021239876973,-0.005417641816442884_1836.15_1;1.0586840385173892,-0.0261877448430621,-0.029681576350669214_0.004016110560696434,-0.0019900491160307577,-0.002142248691499274_1836.15_1;-0.06676154216421831,-0.017288368358190493,1.061106999328741_-0.004961962616906515,-0.0012661064393498357,0.004244776047972998_1836.15_1;-0.01794973102720991,2.0165136876752703,-0.006970618711586559_-0.0012832444110915196,0.0011467433414504074,-5.040484767653801E-4_1836.15_1;3.0012808240198066,1.502407461615672,4.0026836081688915_9.570296024406766E-5,1.8410321642025503E-4,2.007300464877269E-4_1836.15_1;-0.5651164636025832,0.9846542123420222,0.01267827870173501_0.007900212626612032,-0.0012748241061738697,9.350066816176516E-4_1836.15_-1;0.047377960957661495,-0.8621398326164698,0.026064405197439983_0.0034210370412067178,0.011011224303970456,0.0018907433482691428_1836.15_-1;0.9776210719868333,2.960372346178436,0.004609129446232089_-0.001748407203744203,-0.0030358195176075947,3.459269062414004E-4_1836.15_-1;-1.9760773042860944,-0.0021395811761440405,1.0060955867325543_0.0018631780629764635,-1.672504428020977E-4,4.467559541186141E-4_1836.15_-1;
-0.13861457250229814,-0.061038233082886306,-0.08213332805214466_-0.009555718100712693,-0.004846052265350881,-0.0055475155388071936_1836.15_1;1.0627803326616352,-0.028253182002222443,-0.03188700212933759_0.0040962941442458795,-0.0020654371591603397,-0.0022054257786683715_1836.15_1;-0.0718934587940353,-0.018594001609077454,1.0654472362112477_-0.00513191662981699,-0.001305633250886962,0.004340236882506774_1836.15_1;-0.019266420345807472,2.0176851979629964,-0.007489242246953596_-0.0013166893185975624,0.001171510287725957,-5.186235353670363E-4_1836.15_1;3.0013798580127933,1.5025987432325043,4.002891369922742_9.903399298685763E-5,1.9128161683245465E-4,2.0776175385068063E-4_1836.15_1;-0.5569342894218539,0.9833145474606244,0.01364289767174633_0.00818217418072935,-0.001339664881397783,9.646189700113195E-4_1836.15_-1;0.050886193784234035,-0.8506162216935346,0.028004328620982295_0.0035082328265725426,0.011523610922935197,0.0019399234235423122_1836.15_-1;0.9757979118528141,2.957217350413609,0.004967369587871097_-0.0018231601340192307,-0.0031549957648272656,3.582401416390086E-4_1836.15_-1;-1.9741355552474826,-0.0023142006820144286,1.0065563704138467_0.0019417490386118529,-1.7461950587038794E-4,4.607836812925028E-4_1836.15_-1;
-0.14840687934271343,-0.06612921963844795,-0.08779958324856772_-0.009792306840415287,-0.00509098655556164,-0.005666255196423064_1836.15_1;1.0669488418001107,-0.03039347794351199,-0.03415341022896471_0.004168509138475609,-0.002140295941289548,-0.0022664080996271266_1836.15_1;-0.0771923974326216,-0.019937846988021476,1.0698755129880837_-0.005298938638586298,-0.0013438453789440226,0.004428276776835887_1836.15_1;-0.02061430543749072,2.0188791879842745,-0.008021809571534146_-0.0013478850916832479,0.0011939900212781848,-5.325673245805495E-4_1836.15_1;3.001482165091544,1.5027971830732336,4.003106048721554_1.0230707875092071E-4,1.9843984072941674E-4,2.1467879881170536E-4_1836.15_1;-0.5484751235509577,0.9819092341764993,0.014636114080788725_0.008459165870896101,-0.0014053132841250723,9.932164090423962E-4_1836.15_-1;0.05447304441914095,-0.838572195141093,0.029988632162908736_0.0035868506349069134,0.012044026552441555,0.0019843035419264392_1836.15_-1;0.9738994190192762,2.953943454764397,0.005337743962952966_-0.0018984928335377745,-0.003273895649211976,3.7037437508186864E-4_1836.15_-1;-1.9721147645662895,-0.0024963202873313356,1.0070307511327792_0.0020207906811930713,-1.82119605316907E-4,4.7438071893243897E-4_1836.15_-1;
-0.1584180430187553,-0.07147231481114598,-0.09357279148956713_-0.010011163676041884,-0.005343095172698027,-0.005773208240999402_1836.15_1;1.0711814976016985,-0.032608059202254853,-0.03647857856453885_0.004232655801587702,-0.002214581258742864,-0.0023251683355741404_1836.15_1;-0.0826553726161039,-0.02131852528520784,1.0743843331017189_-0.005462975183482288,-0.0013806782971863647,0.004508820113635253_1836.15_1;-0.021991026532624865,2.0200933252276116,-0.008567670912738648_-0.0013767210951341439,0.001214137243337039,-5.458613412045021E-4_1836.15_1;3.0015876852158194,1.5030027605611005,4.003327526071721_1.0552012427509315E-4,2.0557748786693332E-4,2.2147735016763502E-4_1836.15_1;-0.5397442746744702,0.9804376294666372,0.01565687580915741_0.00873084887648751,-0.0014716047098621318,0.0010207617283686827_1836.15_-1;0.05812899002959306,-0.8259996773748671,0.03201195199535571_0.00365594561045211,0.012572517766225937,0.002023319832446972_1836.15_-1;0.9719249886642989,2.9505509476982508,0.00572006678660857_-0.0019744303549773896,-0.0033925070661463053,3.8232282365560367E-4_1836.15_-1;-1.9700144446694563,-0.00268608628012556,1.007518287202283_0.0021003198968333,-1.8976599279422449E-4,4.875360695038939E-4_1836.15_-1;
-0.16862901746937603,-0.07707491603799914,-0.09944047975203361_-0.010210974450620717,-0.005602601226853166,-0.00586768826246649_1836.15_1;1.075470140309422,-0.03489630083965607,-0.03886025879645466_0.004288642707723453,-0.0022882416374012215,-0.0023816802319158075_1836.15_1;-0.08827934853956276,-0.022734588257502783,1.0789661395647214_-0.005623975923458866,-0.0014160629722949401,0.004581806463002529_1836.15_1;-0.02339411170599068,2.0213252377799162,-0.009126158834172409_-0.0014030851733658179,0.0012319125523047498,-5.584879214337603E-4_1836.15_1;3.001696356277697,1.503215454776607,4.00355567973342_1.0867106187748209E-4,2.1269421550655318E-4,2.2815366169964043E-4_1836.15_1;-0.5307473936703416,0.9788992836701526,0.01670409914561132_0.008996881004128586,-0.001538345796484615,0.001047223336453913_1836.15_-1;0.06184347550238587,-0.8128906394492008,0.034068306436598285_0.0037144854727928093,0.01310903792566631,0.0020563544412425722_1836.15_-1;0.9698739905353659,2.9470401297818807,0.006114145514061162_-0.00205099812893295,-0.0035108179163701797,3.9407872745259227E-4_1836.15_-1;-1.9678340912396002,-0.0028836614241990583,1.0080185269882478_0.002180353429856031,-1.97575144073498E-4,5.002397859648056E-4_1836.15_-1;
-0.1790193568688262,-0.08294457773974918,-0.1053894541046413_-0.010390339399450159,-0.005869661701750039,-0.005948974352607694_1836.15_1;1.0798065262250645,-0.03725751801773033,-0.04129617706581912_0.004336385915642376,-0.002361217178074253,-0.002435918269364457_1836.15_1;-0.09406124221563007,-0.024184513544413526,1.0836133299980752_-0.00578189367606731,-0.0014499252869107446,0.004647190433353755_1836.15_1;-0.024820975579094903,2.0225725205356317,-0.00969658913067582_-0.00142686387310422,0.001247282755715546,-5.704302965034097E-4_1836.15_1;3.0018081141305886,1.503435244519965,4.003790383813425_1.1175785289154035E-4,2.197897433580802E-4,2.3470408000449125E-4_1836.15_1;-0.5214904738717873,0.9772939701101389,0.017776675495832457_0.009256919798554331,-0.001605313560013681,0.0010725763502211353_1836.15_-1;0.06560482301085169,-0.7992372132774297,0.036151040041145804_0.0037613475084658176,0.01365342617177108,0.0020827336045475204_1836.15_-1;0.9677457685432416,2.943411313640586,0.006519780865971408_-0.0021282219921243697,-0.003628816141294589,4.0563535191024547E-4_1836.15_-1;-1.9655731833744081,-0.003089226227000465,1.0085310100866862_0.002260907865192003,-2.055648028014064E-4,5.12483098438409E-4_1836.15_-1;
-0.18956713117636556,-0.08908892337557517,-0.11140576560906217_-0.01054777430753936,-0.0061443456358259855,-0.0060163115044208565_1836.15_1;1.0841823345387513,-0.03969095630849445,-0.04378403446493678_0.004375808313686846,-0.002433438290764121,-0.0024878573991176625_1836.15_1;-0.09999792676740724,-0.025666699000532856,1.0883182715987314_-0.005936684551777163,-0.0014821854561193307,0.004704941600656234_1836.15_1;-0.026268918280888252,2.023832741699074,-0.010278261777948522_-0.0014479427017933487,0.0012602211634419557,-5.816726472727032E-4_1836.15_1;3.001922892622138,1.5036621083787032,4.004031508866537_1.1477849154933684E-4,2.268638587382226E-4,2.4112505311186543E-4_1836.15_1;-0.5119798478602361,0.975621715131727,0.018873479084519244_0.009510626011551202,-0.0016722549784118181,0.0010968035886867878_1836.15_-1;0.06940014033688514,-0.7850318301565782,0.03825276680755672_0.0037953173260334544,0.014205383120851501,0.002101726766410917_1836.15_-1;0.965539640325317,2.9396648238774867,0.006936766856054638_-0.002206128217924557,-0.0037464897630995983,4.1698599008323077E-4_1836.15_-1;-1.9632311837381946,-0.003302980245811299,1.0090552686385483_0.002341999636213602,-2.137540188108341E-4,5.242585518621839E-4_1836.15_-1;
-0.2002488456966529,-0.09551553177400635,-0.11747467803747155_-0.010681714520287346,-0.006426608398431181,-0.006068912428409383_1836.15_1;1.0885891737218325,-0.04219578062504316,-0.04632150732006751_0.004406839183081086,-0.002504824316548709,-0.0025374728551307256_1836.15_1;-0.1060862349620337,-0.027179456449320183,1.093073316129978_-0.006088308194626473,-0.0015127574487873267,0.0047550445312465675_1836.15_1;-0.027735124701669413,2.025103449555748,-0.010870461934697625_-0.0014662064207811598,0.0012707078566738961,-5.922001567491018E-4_1836.15_1;3.002040623631502,1.5038960248005977,4.004278922006494_1.177310093641657E-4,2.3391642189457993E-4,2.474131399567823E-4_1836.15_1;-0.5022221804900381,0.9738828280303531,0.01999337557353543_0.009757667370197972,-0.0017388871013739211,0.0011198964890161865_1836.15_-1;0.07321523042010494,-0.7702673870606954,0.040365313968187176_0.0038150900832198053,0.014764443095882726,0.002112547160630455_1836.15_-1;0.9632548967757647,2.9358009969474645,0.00736489082083469_-0.002284743549552303,-0.0038638269300223767,4.281239647800514E-4_1836.15_-1;-1.9608075386988104,-0.0035251434250989956,1.0095908287932074_0.002423645039384261,-2.2216317928769672E-4,5.355601546591633E-4_1836.15_-1;
-0.21103936832395204,-0.10223179371925835,-0.1235806392891237_-0.010790522627299116,-0.006716261945251997,-0.006105961251652151_1836.15_1;1.0930185877469496,-0.04477106266531357,-0.04890624737772582_0.004429414025117005,-0.0025752820402704132,-0.002584740057658308_1836.15_1;-0.11232296310252737,-0.028721004877724155,1.0978708150421193_-0.006236728140493665,-0.0015415484284039714,0.004797498912141374_1836.15_1;-0.029216664072996962,2.0263821794829715,-0.011472460994136596_-0.00148153937132755,0.0012787299272237122,-6.019990594389711E-4_1836.15_1;3.002161237111569,1.5041369721720217,4.004532487027267_1.2061348006691967E-4,2.4094737142390344E-4,2.535650207731178E-4_1836.15_1;-0.4922244579275379,0.9720779302775912,0.021135231473201288_0.009997722562500226,-0.001804897752761912,0.0011418558996658546_1836.15_-1;0.07703450547057926,-0.7549374441945472,0.042479668335690474_0.0038192750504743227,0.015329942866148165,0.0021143543675033005_1836.15_-1;0.96089080153942,2.9318201809801754,0.007803933451312714_-0.0023640952363447394,-0.003980815967289236,4.3904263047802336E-4_1836.15_-1;-1.9583016784415037,-0.003755957455917257,1.0101372123313952_0.002505860257306604,-2.308140308182611E-4,5.463835381877558E-4_1836.15_-1;
-0.22191186910642477,-0.10924473487915626,-0.12970725894279017_-0.010872500782472733,-0.007012941159897911,-0.006126619653666466_1836.15_1;1.0974620624482352,-0.0474157667689165,-0.05153588200118301_0.004443474701285512,-0.0026447041036029265,-0.0026296346234571904_1836.15_1;-0.11870487540576422,-0.030289463109768437,1.1027031348429506_-0.006381912303236843,-0.0015684582320442818,0.004832319800831237_1836.15_1;-0.030710489903375222,2.027666461164902,-0.012083517680451293_-0.0014938258303782601,0.0012842816819304999,-6.110566863146968E-4_1836.15_1;3.0022846611367204,1.504384928901711,4.004792064535733_1.234240251511081E-4,2.4795672968939216E-4,2.595775084667531E-4_1836.15_1;-0.4819939725917466,0.9702079834033097,0.022297924176805685_0.010230485335791321,-0.0018699468742814048,0.0011626927036043982_1836.15_-1;0.08084091000607628,-0.7390364571120889,0.044585927784970954_0.0038064045354970263,0.015900987082458334,0.00210625944928048_1836.15_-1;0.9584465904658149,2.9277227355459807,0.008253668826223698_-0.002444211073605007,-0.004097445434194865,4.4973537491098457E-4_1836.15_-1;-1.9557130170495358,-0.003995687145974104,1.0106939384577396_0.0025886613919678817,-2.397296900568471E-4,5.567261263444957E-4_1836.15_-1;
-0.2328377778639036,-0.11656080158765965,-0.13583729501859912_-0.010925908757478847,-0.0073160667085033874,-0.006130036075808948_1836.15_1;1.1019110323866834,-0.050128734105744095,-0.05420801450032967_0.004448969938448303,-0.002712967336827597,-0.0026721324991466626_1836.15_1;-0.12522870900307648,-0.031882842020408905,1.1075626728468237_-0.0065238335973122705,-0.0015933789106404679,0.004859538003873074_1836.15_1;-0.032213440295265273,2.028953825972267,-0.012702879184565828_-0.0015029503918900494,0.0012873648073653133,-6.193615041145354E-4_1836.15_1;3.0024108219567998,1.5046398735098245,4.005057512096747_1.2616082007911822E-4,2.549446081135397E-4,2.654475610136515E-4_1836.15_1;-0.4715383040088878,0.9682743148692426,0.02348035240248012_0.010455668582858806,-0.0019336685340670826,0.0011824282256744385_1836.15_-1;0.08461585834778712,-0.7225600462091698,0.04667326113907419_0.0037749483417108425,0.016476410902919056,0.002087333354103233_1836.15_-1;0.9559214710192023,2.9235090313581,0.008713864446424104_-0.0025251194466125587,-0.004213704187881065,4.601956202004074E-4_1836.15_-1;-1.953040952539339,-0.004244621786452423,1.011260525771945_0.002672064510196657,-2.4893464047831874E-4,5.665873142053348E-4_1836.15_-1;
-0.24378676679078376,-0.12418560685556224,-0.14195265372255864_-0.010948988926880163,-0.007624805267902591,-0.006115358703959519_1836.15_1;1.1063568886396915,-0.05290866514497045,-0.05692022473530293_0.0044458562530080925,-0.0027799310392263576,-0.002712210234973256_1836.15_1;-0.1318911797061362,-0.033499036379249225,1.1124418734367674_-0.006662470703059717,-0.0016161943588403208,0.004879200589943716_1836.15_1;-0.03372223866358482,2.030241814462945,-0.013329782332213639_-0.0015087983683195443,0.0012879884906778806,-6.26903147647811E-4_1836.15_1;3.002539644057996,1.5049017847220154,4.005328684391654_1.2882210119617005E-4,2.619112121908346E-4,2.7117229490722296E-4_1836.15_1;-0.46086529573408447,0.9662786412767367,0.02468144678499122_0.010673008274803313,-0.001995673592505996,0.0012010943825110985_1836.15_-1;0.08833919339297525,-0.7055053054867163,0.048729880480938834_0.0037233350451881244,0.01705474072245348,0.002056619341864645_1836.15_-1;0.9533146216397175,2.9191794499036883,0.00918428126979646_-0.00260684937948484,-0.0043295814544116835,4.7041682337235655E-4_1836.15_-1;-1.9502848668357906,-0.004503076498887681,1.0118364944259264_0.0027560857035485685,-2.5845471243525833E-4,5.759686539815399E-4_1836.15_-1;
-0.25472676620727647,-0.13212363540142139,-0.14803440666922915_-0.010939999416492721,-0.00793802854585914,-0.006081752946670528_1836.15_1;1.1107909879874343,-0.05575410039773324,-0.0596700701515878_0.004434099347742709,-0.0028454352527627932,-0.002749845416284871_1836.15_1;-0.1386889886835352,-0.0351358164474126,1.11733324497491_-0.006797808977399021,-0.0016367800681633743,0.004891371538142632_1836.15_1;-0.035233494869337835,2.0315279839562073,-0.013963454775983613_-0.001511256205753016,0.0012861694932623572,-6.33672443769974E-4_1836.15_1;3.002671050231383,1.5051706415680444,4.0056054333913025_1.3140617338707576E-4,2.6885684602897153E-4,2.76748999648695E-4_1836.15_1;-0.44998302864372247,0.9642230882956251,0.025900180326399205_0.010882267090361978,-0.002055552981111628,0.0012187335414079825_1836.15_-1;0.09198917480580153,-0.6878711510267815,0.050743030686568665_0.003649981412826282,0.017634154459934798,0.002013150205629829_1836.15_-1;0.9506251910500298,2.9147343829959147,0.009664673745865856_-0.0026894305896875705,-0.004445066907773405,4.8039247606939577E-4_1836.15_-1;-1.9474441256707764,-0.0047713935424434735,1.0124213684717531_0.0028407411650142878,-2.683170435557923E-4,5.848740458268291E-4_1836.15_-1;
