Simulation_ID-0_NAME-TEST
Particle Count: 4
-6.0,0.0,0.0_0.0,0.0,0.01_1836.15_1;6.0,0.0,0.0_0.0,0.0,0.01_1836.15_1;-11.0,0.0,0.0_0.0,0.0,0.0_1.0_-1;11.0,0.0,0.0_0.0,0.0,0.0_1.0_-1;
-6.000502523286225,0.0,0.6299785812584983_-1.6565393224371364E-5,0.0,0.00999889692747813_1836.15_1;6.000502523286225,0.0,0.6299785812584983_1.6565393224371364E-5,0.0,0.00999889692747813_1836.15_1;-10.118200367372214,0.0,0.03932802220925152_0.029176734870749985,0.0,0.0020254066110441307_1.0_-1;10.118200367372214,0.0,0.03932802220925152_-0.029176734870749985,0.0,0.002025406611044131_1.0_-1;
-6.000519417114939,0.0,0.639977432731359_-1.6893828713754126E-5,0.0,0.009998851472860698_1836.15_1;6.000519417114939,0.0,0.639977432731359_1.6893828713754126E-5,0.0,0.009998851472860698_1836.15_1;-10.08843760402593,0.0,0.04143689031609305_0.02976276334628295,0.0,0.002108868106841527_1.0_-1;10.08843760402593,0.0,0.04143689031609305_-0.02976276334628295,0.0,0.0021088681068415272_1.0_-1;
-6.000536643458152,0.0,0.6499762371998394_-1.7226343212777037E-5,0.0,0.00999880446848046_1836.15_1;6.000536643458152,0.0,0.6499762371998394_1.7226343212777037E-5,0.0,0.00999880446848046_1836.15_1;-10.058081186863742,0.0,0.04363206551571089_0.03035641716218946,0.0,0.002195175199617836_1.0_-1;10.058081186863742,0.0,0.04363206551571089_-0.03035641716218946,0.0,0.0021951751996178363_1.0_-1;
-6.0005542065617865,0.0,0.6599749930499411_-1.7563103634652513E-5,0.0,0.009998755850101734_1836.15_1;6.0005542065617865,0.0,0.6599749930499411_1.7563103634652513E-5,0.0,0.009998755850101734_1836.15_1;-10.027123181049994,0.0,0.045916511351424494_0.030958005813747844,0.0,0.0022844458357136025_1.0_-1;10.027123181049994,0.0,0.045916511351424494_-0.030958005813747844,0.0,0.002284445835713603_1.0_-1;
-6.000572110847347,0.0,0.6699736985993769_-1.7904285560556917E-5,0.0,0.009998705549435861_1836.15_1;6.000572110847347,0.0,0.6699736985993769_1.7904285560556917E-5,0.0,0.009998705549435861_1836.15_1;-9.995555326286274,0.0,0.04829331675477707_0.03156785476371968,0.0,0.002376805403352576_1.0_-1;9.995555326286274,0.0,0.04829331675477707_-0.031567854763719684,0.0,0.0023768054033525762_1.0_-1;
-6.000590360921214,0.0,0.6799723520931966_-1.825007386593591E-5,0.0,0.009998653493819723_1836.15_1;6.000590360921214,0.0,0.6799723520931966_1.825007386593591E-5,0.0,0.009998653493819723_1836.15_1;-9.963369019692223,0.0,0.050765704077703144_0.032186306594051375,0.0,0.002472387322926075_1.0_-1;9.963369019692223,0.0,0.050765704077703144_-0.03218630659405138,0.0,0.0024723873229260756_1.0_-1;
-6.000608961584616,0.0,0.6899709516990592_-1.8600663402850494E-5,0.0,0.00999859960586254_1836.15_1;6.000608961584616,0.0,0.6899709516990592_1.8600663402850494E-5,0.0,0.00999859960586254_1836.15_1;-9.93055529743169,0.0,0.05333703777320835_0.03281372226053339,0.0,0.0025713336955052075_1.0_-1;9.93055529743169,0.0,0.053337037773208355_-0.0328137222605334,0.0,0.002571333695505208_1.0_-1;
-6.00062791784436,0.0,0.6999694955021164_-1.89562597444588E-5,0.0,0.009998543803057253_1836.15_1;6.00062791784436,0.0,0.6999694955021164_1.89562597444588E-5,0.0,0.009998543803057253_1836.15_1;-9.89710481497008,0.0,0.056010833789639905_0.03345048246161092,0.0,0.0026737960164315575_1.0_-1;9.89710481497008,0.0,0.05601083378963991_-0.03345048246161093,0.0,0.002673796016431558_1.0_-1;
-6.000647234924359,0.0,0.7099679814994686_-1.9317079998509863E-5,0.0,0.009998485997352192_1836.15_1;6.000647234924359,0.0,0.7099679814994686_1.9317079998509863E-5,0.0,0.009998485997352192_1836.15_1;-9.863007825836105,0.0,0.05879076975142003_0.03409698913397396,0.0,0.002779935961780125_1.0_-1;9.863007825836105,0.0,0.05879076975142004_-0.034096989133973965,0.0,0.0027799359617801255_1.0_-1;
-6.000666918278057,0.0,0.7199664075941469_-1.9683353697622444E-5,0.0,0.009998426094678227_1836.15_1;6.000666918278057,0.0,0.7199664075941469_1.9683353697622444E-5,0.0,0.009998426094678227_1836.15_1;-9.828254158746903,0.0,0.06168069600800083_0.034753667089201704,0.0,0.002889926256580802_1.0_-1;9.828254158746903,0.0,0.061680696008000836_-0.03475366708920171,0.0,0.0028899262565808023_1.0_-1;
-6.000686973601832,0.0,0.7299647715885728_-2.005532377515459E-5,0.0,0.009998363994425866_1836.15_1;6.000686973601832,0.0,0.7299647715885728_2.005532377515459E-5,0.0,0.009998363994425866_1836.15_1;-9.792833192939272,0.0,0.06468464764295409_0.03542096580763201,0.0,0.003003951634953265_1.0_-1;9.792833192939272,0.0,0.0646846476429541_-0.035420965807632016,0.0,0.0030039516349532652_1.0_-1;
-6.000707406849469,0.0,0.7399630711774388_-2.0433247636660847E-5,0.0,0.009998299588865953_1836.15_1;6.000707406849469,0.0,0.7399630711774388_2.0433247636660847E-5,0.0,0.009998299588865953_1836.15_1;-9.756733831531458,0.0,0.06780685754674129_0.03609936140781426,0.0,0.0031222099037871986_1.0_-1;9.756733831531458,0.0,0.0678068575467413_-0.036099361407814265,0.0,0.003122209903787199_1.0_-1;
-6.0007282242478075,0.0,0.7499613039399454_-2.081739833831242E-5,0.0,0.009998232762506703_1836.15_1;6.0007282242478075,0.0,0.7499613039399454_2.081739833831242E-5,0.0,0.009998232762506703_1836.15_1;-9.719944472719023,0.0,0.07105177067006532_0.03678935881243448,0.0,0.0032449131233240353_1.0_-1;9.719944472719023,0.0,0.07105177067006534_-0.03678935881243449,0.0,0.0032449131233240358_1.0_-1;
-6.000749432313693,0.0,0.7599594673313241_-2.120806588525378E-5,0.0,0.009998163391378694_1836.15_1;6.000749432313693,0.0,0.7599594673313241_2.120806588525378E-5,0.0,0.009998163391378694_1836.15_1;-9.682452978584486,0.0,0.07442405959008032_0.03749149413453645,0.0,0.003372288920014993_1.0_-1;9.682452978584486,0.0,0.07442405959008033_-0.03749149413453646,0.0,0.0033722889200149936_1.0_-1;
-6.000771037872358,0.0,0.7699575586735623_-2.1605558664728384E-5,0.0,0.009998091342238164_1836.15_1;6.000771037872358,0.0,0.7699575586735623_2.1605558664728384E-5,0.0,0.009998091342238164_1836.15_1;-9.64424664127321,0.0,0.07792864153948058_0.03820633731127572,0.0,0.003504581949400257_1.0_-1;9.64424664127321,0.0,0.07792864153948059_-0.03820633731127573,0.0,0.0035045819494002573_1.0_-1;
-6.000793048077389,0.0,0.7799555751452397_-2.2010205030973852E-5,0.0,0.009998016471677402_1836.15_1;6.000793048077389,0.0,0.7799555751452397_2.2010205030973852E-5,0.0,0.009998016471677402_1836.15_1;-9.605312146256786,0.0,0.08157069706902575_0.038934495016423945,0.0,0.0036420555295451724_1.0_-1;9.605312146256786,0.0,0.08157069706902577_-0.03893449501642395,0.0,0.003642055529545173_1.0_-1;
-6.000815470432451,0.0,0.789953513770369_-2.2422355061422622E-5,0.0,0.009997938625129288_1836.15_1;6.000815470432451,0.0,0.789953513770369_2.2422355061422622E-5,0.0,0.009997938625129288_1836.15_1;-9.565635532369289,0.0,0.08535569053789227_0.039676613887496444,0.0,0.0037849934688665193_1.0_-1;9.565635532369289,0.0,0.08535569053789228_-0.03967661388749645,0.0,0.0037849934688665198_1.0_-1;
-6.000838312814957,0.0,0.7999513714061199_-2.2842382506718654E-5,0.0,0.009997857635750848_1836.15_1;6.000838312814957,0.0,0.7999513714061199_2.2842382506718654E-5,0.0,0.009997857635750848_1836.15_1;-9.525202148260451,0.0,0.08928939265398192_0.040433384108837296,0.0,0.003933702116089643_1.0_-1;9.525202148260451,0.0,0.08928939265398193_-0.0404333841088373,0.0,0.003933702116089643_1.0_-1;
-6.0008615835019175,0.0,0.8099491447292881_-2.3270686960561314E-5,0.0,0.009997773323168199_1836.15_1;6.0008615835019175,0.0,0.8099491447292881_2.3270686960561314E-5,0.0,0.009997773323168199_1836.15_1;-9.483996604862028,0.0,0.09337790531870621_0.0412055433984237,0.0,0.0040885126647242954_1.0_-1;9.483996604862028,0.0,0.09337790531870623_-0.04120554339842371,0.0,0.0040885126647242954_1.0_-1;
-6.000885291198197,0.0,0.8199468302213504_-2.370769627952054E-5,0.0,0.009997685492062206_1836.15_1;6.000885291198197,0.0,0.8199468302213504_2.370769627952054E-5,0.0,0.009997685492062206_1836.15_1;-9.442002723408288,0.0,0.09762768906869898_0.04199388145373964,0.0,0.0042497837499927684_1.0_-1;9.442002723408288,0.0,0.097627689068699_-0.04199388145373965,0.0,0.0042497837499927684_1.0_-1;
-6.000909445067485,0.0,0.829944424151921_-2.4153869287863715E-5,0.0,0.009997593930570611_1836.15_1;6.000909445067485,0.0,0.829944424151921_2.4153869287863715E-5,0.0,0.009997593930570611_1836.15_1;-9.39920347848723,0.0,0.10204559345148535_0.042799244921058716,0.0,0.004417904382786378_1.0_-1;9.39920347848723,0.0,0.10204559345148537_-0.04279924492105872,0.0,0.004417904382786378_1.0_-1;
-6.000934054766294,0.0,0.839941922560399_-2.460969880825571E-5,0.0,0.009997498408477957_1836.15_1;6.000934054766294,0.0,0.839941922560399_2.460969880825571E-5,0.0,0.009997498408477957_1836.15_1;-9.355580935524067,0.0,0.10663889072469832_0.043622542963163674,0.0,0.004593297273212967_1.0_-1;9.355580935524067,0.0,0.10663889072469833_-0.04362254296316368,0.0,0.004593297273212967_1.0_-1;
-6.00095913048136,0.0,0.8499393212355585_-2.507571506613966E-5,0.0,0.009997398675159478_1836.15_1;6.00095913048136,0.0,0.8499393212355585_2.507571506613966E-5,0.0,0.009997398675159478_1836.15_1;-9.311116182010784,0.0,0.1114153133306374_0.044464753513283425,0.0,0.004776422605939084_1.0_-1;9.311116182010784,0.0,0.11141531333063741_-0.04446475351328343,0.0,0.004776422605939084_1.0_-1;
-6.000984682970884,0.0,0.8599366156927971_-2.5552489523926486E-5,0.0,0.009997294457238678_1836.15_1;6.000984682970884,0.0,0.8599366156927971_2.5552489523926486E-5,0.0,0.009997294457238678_1836.15_1;-9.265789251692478,0.0,0.11638309567185458_0.04532693031830508,0.0,0.004967782341217183_1.0_-1;9.265789251692478,0.0,0.11638309567185459_-0.045326930318305085,0.0,0.004967782341217183_1.0_-1;
-6.001010723610095,0.0,0.8699338011487078_-2.6040639211128155E-5,0.0,0.009997185455910627_1836.15_1;6.001010723610095,0.0,0.8699338011487078_2.6040639211128155E-5,0.0,0.009997185455910627_1836.15_1;-9.219579040799786,0.0,0.12155102080157085_0.04621021089269118,0.0,0.005167925129716262_1.0_-1;9.219579040799786,0.0,0.12155102080157085_-0.046210210892691186,0.0,0.005167925129716262_1.0_-1;
-6.001037264441724,0.0,0.8799308724925813_-2.654083162865523E-5,0.0,0.009997071343873508_1836.15_1;6.001037264441724,0.0,0.8799308724925813_2.654083162865523E-5,0.0,0.009997071343873508_1836.15_1;-9.172463215273064,0.0,0.12692847274824645_0.04711582552672216,0.0,0.005377451946675606_1.0_-1;9.172463215273064,0.0,0.12692847274824645_-0.047115825526722166,0.0,0.005377451946675606_1.0_-1;
-6.001064318232044,0.0,0.8899278242543806_-2.7053790320160078E-5,0.0,0.009996951761799272_1836.15_1;6.001064318232044,0.0,0.8899278242543806_2.7053790320160078E-5,0.0,0.009996951761799272_1836.15_1;-9.124418107753463,0.0,0.1325254953205314_0.04804510751960104,0.0,0.005597022572284952_1.0_-1;9.124418107753463,0.0,0.1325254953205314_-0.048045107519601046,0.0,0.005597022572284952_1.0_-1;
-6.001091898533265,0.0,0.8999246505686405_-2.7580301221173435E-5,0.0,0.009996826314259953_1836.15_1;6.001091898533265,0.0,0.8999246505686405_2.7580301221173435E-5,0.0,0.009996826314259953_1836.15_1;-9.075418602912702,0.0,0.1383528583921349_0.048999504840760565,0.0,0.005827363071603514_1.0_-1;9.075418602912702,0.0,0.1383528583921349_-0.04899950484076057,0.0,0.005827363071603514_1.0_-1;
-6.001120019753184,0.0,0.9099213451336488_-2.8121219918659876E-5,0.0,0.00999669456500825_1836.15_1;6.001120019753184,0.0,0.9099213451336488_2.8121219918659876E-5,0.0,0.00999669456500825_1836.15_1;-9.025438009449822,0.0,0.14442213285225247_0.04998059346288085,0.0,0.006069274460117577_1.0_-1;9.025438009449822,0.0,0.14442213285225247_-0.049980593462880855,0.0,0.006069274460117577_1.0_-1;
-6.001148697233165,0.0,0.9199179011651375_-2.8677479980544713E-5,0.0,0.00999655603148874_1836.15_1;6.001148697233165,0.0,0.9199179011651375_2.8677479980544713E-5,0.0,0.00999655603148874_1836.15_1;-8.974447916790258,0.0,0.15074577563421954_0.050990092659563765,0.0,0.0063236427819670545_1.0_-1;8.974447916790258,0.0,0.15074577563421954_-0.05099009265956377,0.0,0.0063236427819670545_1.0_-1;
-6.001177947335713,0.0,0.9299143113435656_-2.9250102548081927E-5,0.0,0.0099964101784281_1836.15_1;6.001177947335713,0.0,0.9299143113435656_2.9250102548081927E-5,0.0,0.0099964101784281_1836.15_1;-8.922418034168476,0.0,0.1573372265134851_0.05202988262178097,0.0,0.006591450879265582_1.0_-1;8.922418034168476,0.0,0.1573372265134851_-0.05202988262178098,0.0,0.006591450879265582_1.0_-1;
-6.001207787543138,0.0,0.9399105677538829_-2.9840207425388927E-5,0.0,0.009996256410317324_1836.15_1;6.001207787543138,0.0,0.9399105677538829_2.9840207425388927E-5,0.0,0.009996256410317324_1836.15_1;-8.86931600934515,0.0,0.16421101870935198_0.053102024823326384,0.0,0.006873792195866876_1.0_-1;8.86931600934515,0.0,0.16421101870935198_-0.05310202482332639,0.0,0.006873792195866876_1.0_-1;
-6.00123823656909,0.0,0.9499066618164369_-3.0449025952362475E-5,0.0,0.009996094062554002_1836.15_1;6.00123823656909,0.0,0.9499066618164369_3.0449025952362475E-5,0.0,0.009996094062554002_1836.15_1;-8.815107223684379,0.0,0.17138290575083917_0.054208785660771815,0.0,0.007171887041487203_1.0_-1;8.815107223684379,0.0,0.17138290575083917_-0.05420878566077182,0.0,0.007171887041487203_1.0_-1;
-6.001269314485103,0.0,0.959902584207392_-3.10779160125421E-5,0.0,0.009995922390955115_1836.15_1;6.001269314485103,0.0,0.959902584207392_3.10779160125421E-5,0.0,0.009995922390955115_1836.15_1;-8.759754559670967,0.0,0.17887000759862373_0.05535266401341191,0.0,0.007487101847784564_1.0_-1;8.759754559670967,0.0,0.17887000759862373_-0.05535266401341192,0.0,0.007487101847784564_1.0_-1;
-6.001301042864713,0.0,0.9698983247666687_-3.172837961034007E-5,0.0,0.009995740559276604_1836.15_1;6.001301042864713,0.0,0.9698983247666687_3.172837961034007E-5,0.0,0.009995740559276604_1836.15_1;-8.703218136150163,0.0,0.18669097968290585_0.056536423520802966,0.0,0.007820972084282115_1.0_-1;8.703218136150163,0.0,0.18669097968290585_-0.05653642352080297,0.0,0.007820972084282115_1.0_-1;
-6.001333444948271,0.0,0.9798938723909483_-3.240208355783108E-5,0.0,0.009995547624279554_1836.15_1;6.001333444948271,0.0,0.9798938723909483_3.240208355783108E-5,0.0,0.009995547624279554_1836.15_1;-8.645455005580459,0.0,0.19486620936201943_0.05776313056970359,0.0,0.008175229679113575_1.0_-1;8.645455005580459,0.0,0.19486620936201943_-0.0577631305697036,0.0,0.008175229679113575_1.0_-1;
-6.0013665458322185,0.0,0.9898892149087047_-3.3100883947332816E-5,0.0,0.009995342517756425_1836.15_1;6.0013665458322185,0.0,0.9898892149087047_3.3100883947332816E-5,0.0,0.009995342517756425_1836.15_1;-8.586418806348465,0.0,0.20341804538357589_0.059036199231993616,0.0,0.008551836021556463_1.0_-1;8.586418806348465,0.0,0.20341804538357589_-0.05903619923199362,0.0,0.008551836021556463_1.0_-1;
-6.001400372687481,0.0,0.9998843389334686_-3.3826855262347445E-5,0.0,0.009995124024763855_1836.15_1;6.001400372687481,0.0,0.9998843389334686_3.3826855262347445E-5,0.0,0.009995124024763855_1836.15_1;-8.526059361629557,0.0,0.21237106731343927_0.060359444718909694,0.0,0.008953021929863381_1.0_-1;8.526059361629557,0.0,0.21237106731343927_-0.0603594447189097,0.0,0.008953021929863381_1.0_-1;
-6.001434955012691,0.0,1.0098792296905545_-3.4582325209927864E-5,0.0,0.009994890757085914_1836.15_1;6.001434955012691,0.0,1.0098792296905545_3.4582325209927864E-5,0.0,0.009994890757085914_1836.15_1;-8.464322214289426,0.0,0.2217524036901565_0.0617371473401295,0.0,0.009381336376717226_1.0_-1;8.464322214289426,0.0,0.2217524036901565_-0.06173714734012951,0.0,0.009381336376717226_1.0_-1;
-6.001470324929352,0.0,1.0198738708112063_-3.536991666150592E-5,0.0,0.009994641120651786_1836.15_1;6.001470324929352,0.0,1.0198738708112063_3.536991666150592E-5,0.0,0.009994641120651786_1836.15_1;-8.401148084775086,0.0,0.2315921100054012_0.06317412951434012,0.0,0.009839706315244686_1.0_-1;8.401148084775086,0.0,0.2315921100054012_-0.06317412951434012,0.0,0.009839706315244686_1.0_-1;
-6.001506517527846,0.0,1.02986824408643_-3.619259849392284E-5,0.0,0.009994373275223727_1836.15_1;6.001506517527846,0.0,1.02986824408643_3.619259849392284E-5,0.0,0.009994373275223727_1836.15_1;-8.33647223565411,0.0,0.2419236207033762_0.06467584912097593,0.0,0.010331510697975001_1.0_-1;8.33647223565411,0.0,0.2419236207033762_-0.06467584912097593,0.0,0.010331510697975001_1.0_-1;
-6.001543571275513,0.0,1.0398623291705391_-3.705374766672491E-5,0.0,0.009994085084109223_1836.15_1;6.001543571275513,0.0,1.0398623291705391_3.705374766672491E-5,0.0,0.009994085084109223_1836.15_1;-8.2702237221719,0.0,0.25278429351624554_0.06624851348220911,0.0,0.010860672812869327_1.0_-1;8.2702237221719,0.0,0.25278429351624554_-0.06624851348220911,0.0,0.010860672812869327_1.0_-1;
-6.0015815285011245,0.0,1.0498561032214073_-3.795722561192933E-5,0.0,0.009993774050868218_1836.15_1;6.0015815285011245,0.0,1.0498561032214073_3.795722561192933E-5,0.0,0.009993774050868218_1836.15_1;-8.202324502548691,0.0,0.2642160700145855_0.06789921962320987,0.0,0.011431776498339973_1.0_-1;8.202324502548691,0.0,0.2642160700145855_-0.06789921962320987,0.0,0.011431776498339973_1.0_-1;
-6.001620435974155,0.0,1.059849540460288_-3.890747303075678E-5,0.0,0.00999343723888059_1836.15_1;6.001620435974155,0.0,1.059849540460288_3.890747303075678E-5,0.0,0.00999343723888059_1836.15_1;-8.132688374220365,0.0,0.27626628384400703_0.06963612832832741,0.0,0.012050213829421499_1.0_-1;8.132688374220365,0.0,0.27626628384400703_-0.06963612832832741,0.0,0.012050213829421499_1.0_-1;
-6.001660345602766,0.0,1.0698426116283433_-3.990962861064513E-5,0.0,0.009993071168055295_1836.15_1;6.001660345602766,0.0,1.0698426116283433_3.990962861064513E-5,0.0,0.009993071168055295_1836.15_1;-8.061219692104496,0.0,0.2889886586192958_0.0714686821158697,0.0,0.012722374775288758_1.0_-1;8.061219692104496,0.0,0.2889886586192958_-0.0714686821158697,0.0,0.012722374775288758_1.0_-1;
-6.001701315281946,0.0,1.079835283309002_-4.0969679179990806E-5,0.0,0.00999267168065857_1836.15_1;6.001701315281946,0.0,1.079835283309002_4.0969679179990806E-5,0.0,0.00999267168065857_1836.15_1;-7.987811811170627,0.0,0.3024445521780828_0.07340788093386856,0.0,0.013455893558787017_1.0_-1;7.987811811170627,0.0,0.3024445521780828_-0.07340788093386856,0.0,0.013455893558787017_1.0_-1;
-6.0017434099336375,0.0,1.0898275170738316_-4.209465169132324E-5,0.0,0.009992233764829701_1836.15_1;6.0017434099336375,0.0,1.0898275170738316_4.209465169132324E-5,0.0,0.009992233764829701_1836.15_1;-7.912345176515919,0.0,0.31670452488604617_0.0754666346547078,0.0,0.01425997270796338_1.0_-1;7.912345176515919,0.0,0.31670452488604617_-0.0754666346547078,0.0,0.01425997270796338_1.0_-1;
-6.001786702795248,0.0,1.0998192683930463_-4.3292861610003835E-5,0.0,0.009991751319214667_1836.15_1;6.001786702795248,0.0,1.0998192683930463_4.3292861610003835E-5,0.0,0.009991751319214667_1836.15_1;-7.834684957382923,0.0,0.33185034011005493_0.07766021913299631,0.0,0.015145815224008742_1.0_-1;7.834684957382923,0.0,0.33185034011005493_-0.07766021913299631,0.0,0.015145815224008742_1.0_-1;
-6.001831277033742,0.0,1.1098104852272903_-4.4574238493710976E-5,0.0,0.009991216834243937_1836.15_1;6.001831277033742,0.0,1.1098104852272903_4.4574238493710976E-5,0.0,0.009991216834243937_1836.15_1;-7.754678083393179,0.0,0.3479775499130697_0.0800068739897449,0.0,0.016127209803014717_1.0_-1;7.754678083393179,0.0,0.3479775499130697_-0.0800068739897449,0.0,0.016127209803014717_1.0_-1;
-6.001877227792676,0.0,1.1198011061804352_-4.595075893394585E-5,0.0,0.009990620953144808_1836.15_1;6.001877227792676,0.0,1.1198011061804352_4.595075893394585E-5,0.0,0.009990620953144808_1836.15_1;-7.6721494858738515,0.0,0.3651988867962516_0.08252859751932703,0.0,0.017221336883181962_1.0_-1;7.6721494858738515,0.0,0.3651988867962516_-0.08252859751932703,0.0,0.017221336883181962_1.0_-1;
-6.001924664824202,0.0,1.1297910580361512_-4.743703152590688E-5,0.0,0.009989951855716077_1836.15_1;6.001924664824202,0.0,1.1297910580361512_4.743703152590688E-5,0.0,0.009989951855716077_1836.15_1;-7.586897265143847,0.0,0.38364878692320065_0.08525222073000463,0.0,0.01844990012694902_1.0_-1;7.586897265143847,0.0,0.38364878692320065_-0.08525222073000463,0.0,0.01844990012694902_1.0_-1;
-6.001973715925651,0.0,1.1397802524107583_-4.90511014494741E-5,0.0,0.00998919437460716_1836.15_1;6.001973715925651,0.0,1.1397802524107583_4.90511014494741E-5,0.0,0.00998919437460716_1836.15_1;-7.498686380538409,0.0,0.4034895359882876_0.08821088460543822,0.0,0.019840749065086913_1.0_-1;7.498686380538409,0.0,0.4034895359882876_-0.08821088460543822,0.0,0.019840749065086913_1.0_-1;
-6.002024531505078,0.0,1.1497685811076086_-5.081557942740713E-5,0.0,0.009988328696850181_1836.15_1;6.002024531505078,0.0,1.1497685811076086_5.081557942740713E-5,0.0,0.009988328696850181_1836.15_1;-7.40724026759149,0.0,0.42491979926685247_0.09144611294691914,0.0,0.021430263278564916_1.0_-1;7.40724026759149,0.0,0.42491979926685247_-0.09144611294691914,0.0,0.021430263278564916_1.0_-1;
-6.002077290767003,0.0,1.1597559095098595_-5.275926192545616E-5,0.0,0.009987328402250865_1836.15_1;6.002077290767003,0.0,1.1597559095098595_5.275926192545616E-5,0.0,0.009987328402250865_1836.15_1;-7.312229480415969,0.0,0.44818675347395104_0.09501078717552162,0.0,0.023266954207098584_1.0_-1;7.312229480415969,0.0,0.44818675347395104_-0.09501078717552162,0.0,0.023266954207098584_1.0_-1;
