Simulation_ID-0_NAME-TEST
Particle Count: 4
-6.0,0.0,0.0_0.0,0.0,0.01_1836.15_1;6.0,0.0,0.0_0.0,0.0,0.01_1836.15_1;-11.0,0.0,0.0_0.0,0.0,0.0_1.0_-1;11.0,0.0,0.0_0.0,0.0,0.0_1.0_-1;
-6.438780656607769,0.0,47.04278341591992_-1.7529096831395794E-4,0.0,0.009971735481793977_1836.15_1;6.438780656608413,0.0,47.04278341592311_1.752909683142413E-4,0.0,0.00997173548179469_1836.15_1;-201.84679966123477,0.0,251.95023086886712_-0.04497289578874453,0.0,0.051897895106422766_1.0_-1;201.84679966005893,0.0,251.9502308433705_0.04497289578822279,0.0,0.0518978951004151_1.0_-1;
-6.438955980419109,0.0,47.05275515149562_-1.7532381134010373E-4,0.0,0.00997173557569458_1836.15_1;6.438955980419753,0.0,47.05275515149881_1.7532381134038712E-4,0.0,0.009971735575695292_1836.15_1;-201.89177244879988,0.0,252.00212859155795_-0.04497278756512411,0.0,0.0518977226908313_1.0_-1;201.89177244762354,0.0,252.00212856605532_0.044972787564602344,0.0,0.05189772268482361_1.0_-1;
-6.439131337071687,0.0,47.06272688716517_-1.7535665257703044E-4,0.0,0.00997173566955421_1836.15_1;6.439131337072331,0.0,47.06272688716836_1.7535665257731382E-4,0.0,0.009971735669554923_1836.15_1;-201.93674512818487,0.0,252.05402614190842_-0.04497267938498649,0.0,0.05189755035047094_1.0_-1;201.936745127008,0.0,252.05402611639977_0.0449726793844647,0.0,0.05189755034446322_1.0_-1;
-6.439306726563712,0.0,47.07269862292854_-1.7538949202454976E-4,0.0,0.009971735763372893_1836.15_1;6.4393067265643555,0.0,47.07269862293173_1.7538949202483317E-4,0.0,0.009971735763373606_1836.15_1;-201.98171769943318,0.0,252.10592351999372_-0.04497257124830547,0.0,0.051897378085292295_1.0_-1;201.9817176982558,0.0,252.10592349447904_0.044972571247783644,0.0,0.051897378079284545_1.0_-1;
-6.439482148893394,0.0,47.08267035878569_-1.7542232968247354E-4,0.0,0.00997173585715066_1836.15_1;6.439482148894038,0.0,47.08267035878888_1.7542232968275695E-4,0.0,0.009971735857151373_1836.15_1;-202.02669016258824,0.0,252.15782072588897_-0.044972463155054855,0.0,0.05189720589524602_1.0_-1;202.02669016141033,0.0,252.1578207003683_0.044972463154532995,0.0,0.05189720588923824_1.0_-1;
-6.439657604058945,0.0,47.092642094736576_-1.7545516555061364E-4,0.0,0.009971735950887534_1836.15_1;6.439657604059589,0.0,47.09264209473977_1.7545516555089705E-4,0.0,0.009971735950888247_1836.15_1;-202.07166251769345,0.0,252.20971775966925_-0.04497235510520847,0.0,0.051897033780282806_1.0_-1;202.071662516515,0.0,252.20971773414257_0.044972355104686584,0.0,0.05189703377427501_1.0_-1;
-6.439833092058573,0.0,47.10261383078116_-1.75487999628782E-4,0.0,0.009971736044583544_1836.15_1;6.439833092059218,0.0,47.10261383078436_1.7548799962906545E-4,0.0,0.009971736044584257_1836.15_1;-202.1166347647922,0.0,252.2616146214096_-0.04497224709874019,0.0,0.05189686174035341_1.0_-1;202.11663476361323,0.0,252.26161459587692_0.04497224709821827,0.0,0.05189686173434559_1.0_-1;
-6.44000861289049,0.0,47.1125855669194_-1.7552083191679072E-4,0.0,0.009971736138238717_1836.15_1;6.440008612891135,0.0,47.1125855669226_1.7552083191707418E-4,0.0,0.00997173613823943_1836.15_1;-202.16160690392783,0.0,252.313511311185_-0.04497213913562387,0.0,0.051896689775408615_1.0_-1;202.16160690274833,0.0,252.3135112856463_0.04497213913510191,0.0,0.05189668976940076_1.0_-1;
-6.440184166552904,0.0,47.122557303151254_-1.7555366241445188E-4,0.0,0.009971736231853079_1836.15_1;6.44018416655355,0.0,47.12255730315445_1.7555366241473537E-4,0.0,0.009971736231853792_1836.15_1;-202.20657893514365,0.0,252.36540782907042_-0.0449720312158334,0.0,0.05189651788539924_1.0_-1;202.20657893396364,0.0,252.3654078035257_0.04497203121531142,0.0,0.05189651787939136_1.0_-1;
-6.440359753044026,0.0,47.13252903947668_-1.7558649112157774E-4,0.0,0.009971736325426655_1836.15_1;6.440359753044672,0.0,47.13252903947988_1.7558649112186126E-4,0.0,0.009971736325427367_1836.15_1;-202.251550858483,0.0,252.41730417514069_-0.04497192333934272,0.0,0.05189634607027616_1.0_-1;202.25155085730245,0.0,252.41730414958997_0.044971923338820705,0.0,0.05189634606426826_1.0_-1;
-6.440535372362064,0.0,47.14250077589564_-1.756193180379806E-4,0.0,0.009971736418959473_1836.15_1;6.44053537236271,0.0,47.14250077589884_1.7561931803826414E-4,0.0,0.009971736418960186_1836.15_1;-202.29652267398913,0.0,252.46920034947067_-0.04497181550612575,0.0,0.0518961743299903_1.0_-1;202.29652267280804,0.0,252.46920032391395_0.0449718155056037,0.0,0.05189617432398237_1.0_-1;
-6.4407110245052275,0.0,47.152472512408096_-1.7565214316347282E-4,0.0,0.009971736512451562_1836.15_1;6.440711024505874,0.0,47.15247251241129_1.756521431637564E-4,0.0,0.009971736512452275_1836.15_1;-202.34149438170527,0.0,252.52109635213517_-0.044971707716156446,0.0,0.05189600266449262_1.0_-1;202.34149438052367,0.0,252.52109632657243_0.044971707715634364,0.0,0.05189600265848466_1.0_-1;
-6.440886709471726,0.0,47.162444249014_-1.756849664978669E-4,0.0,0.009971736605902946_1836.15_1;6.440886709472372,0.0,47.1624442490172_1.756849664981505E-4,0.0,0.009971736605903659_1836.15_1;-202.3864659816747,0.0,252.5729921832089_-0.04497159996940879,0.0,0.0518958310737341_1.0_-1;202.38646598049255,0.0,252.57299215764016_0.04497159996888668,0.0,0.05189583106772611_1.0_-1;
-6.441062427259767,0.0,47.172415985713315_-1.757177880409754E-4,0.0,0.009971736699313652_1836.15_1;6.441062427260413,0.0,47.17241598571651_1.75717788041259E-4,0.0,0.009971736699314365_1836.15_1;-202.43143747394055,0.0,252.62488784276655_-0.04497149226585679,0.0,0.0518956595576658_1.0_-1;202.4314374727579,0.0,252.62488781719182_0.044971492265334645,0.0,0.051895659551657786_1.0_-1;
-6.441238177867559,0.0,47.182387722506_-1.757506077926109E-4,0.0,0.009971736792683707_1836.15_1;6.441238177868207,0.0,47.1823877225092_1.7575060779289453E-4,0.0,0.00997173679268442_1836.15_1;-202.47640885854602,0.0,252.67678333088278_-0.04497138460547446,0.0,0.05189548811623879_1.0_-1;202.47640885736286,0.0,252.67678330530205_0.04497138460495228,0.0,0.05189548811023076_1.0_-1;
-6.4414139612933115,0.0,47.192359459392016_-1.7578342575258617E-4,0.0,0.009971736886013138_1836.15_1;6.44141396129396,0.0,47.19235945939521_1.7578342575286983E-4,0.0,0.009971736886013851_1836.15_1;-202.52138013553426,0.0,252.7286786476322_-0.04497127698823583,0.0,0.05189531674940422_1.0_-1;202.52138013435058,0.0,252.72867862204544_0.04497127698771362,0.0,0.05189531674339616_1.0_-1;
-6.441589777535232,0.0,47.20233119637132_-1.75816241920714E-4,0.0,0.009971736979301971_1836.15_1;6.441589777535881,0.0,47.202331196374516_1.7581624192099766E-4,0.0,0.009971736979302684_1836.15_1;-202.56635130494837,0.0,252.7805737930893_-0.04497116941411498,0.0,0.05189514545711326_1.0_-1;202.56635130376418,0.0,252.78057376749655_0.04497116941359273,0.0,0.05189514545110517_1.0_-1;
-6.441765626591529,0.0,47.212302933443866_-1.758490562968073E-4,0.0,0.009971737072550235_1836.15_1;6.441765626592177,0.0,47.21230293344707_1.7584905629709096E-4,0.0,0.009971737072550948_1836.15_1;-202.61132236683144,0.0,252.8324687673286_-0.04497106188308597,0.0,0.05189497423931712_1.0_-1;202.61132236564674,0.0,252.83246874172985_0.044971061882563695,0.0,0.051894974233309_1.0_-1;
-6.44194150846041,0.0,47.22227467060962_-1.7588186888067899E-4,0.0,0.009971737165757952_1836.15_1;6.441941508461058,0.0,47.222274670612826_1.7588186888096267E-4,0.0,0.009971737165758665_1836.15_1;-202.65629332122657,0.0,252.88436357042457_-0.04497095439512293,0.0,0.05189480309596705_1.0_-1;202.65629332004136,0.0,252.88436354481982_0.04497095439460062,0.0,0.051894803089958905_1.0_-1;
-6.442117423140082,0.0,47.232246407868544_-1.7591467967214213E-4,0.0,0.009971737258925152_1836.15_1;6.44211742314073,0.0,47.23224640787175_1.7591467967242584E-4,0.0,0.009971737258925865_1836.15_1;-202.70126416817678,0.0,252.93625820245157_-0.04497084695019996,0.0,0.05189463202701435_1.0_-1;202.70126416699102,0.0,252.93625817684082_0.044970846949677616,0.0,0.05189463202100618_1.0_-1;
-6.442293370628753,0.0,47.2422181452206_-1.759474886710099E-4,0.0,0.00997173735205186_1836.15_1;6.442293370629401,0.0,47.2422181452238_1.7594748867129364E-4,0.0,0.009971737352052572_1836.15_1;-202.74623490772507,0.0,252.988152663484_-0.04497073954829122,0.0,0.051894461032410376_1.0_-1;202.7462349065388,0.0,252.98815263786722_0.04497073954776884,0.0,0.051894461026402175_1.0_-1;
-6.44246935092463,0.0,47.25218988266574_-1.7598029587709553E-4,0.0,0.009971737445138103_1836.15_1;6.442469350925278,0.0,47.252189882668944_1.7598029587737927E-4,0.0,0.009971737445138816_1836.15_1;-202.79120553991444,0.0,253.0400469535961_-0.04497063218937087,0.0,0.0518942901121065_1.0_-1;202.79120553872764,0.0,253.04004692797332_0.04497063218884846,0.0,0.05189429010609827_1.0_-1;
-6.44264536402592,0.0,47.262161620203926_-1.760131012902123E-4,0.0,0.009971737538183907_1836.15_1;6.442645364026569,0.0,47.26216162020713_1.7601310129049605E-4,0.0,0.00997173753818462_1836.15_1;-202.83617606478785,0.0,253.09194107286214_-0.044970524873413104,0.0,0.05189411926605416_1.0_-1;202.83617606360053,0.0,253.09194104723338_0.04497052487289066,0.0,0.051894119260045904_1.0_-1;
-6.44282140993083,0.0,47.272133357835116_-1.7604590491017362E-4,0.0,0.009971737631189297_1836.15_1;6.442821409931479,0.0,47.27213335783832_1.7604590491045738E-4,0.0,0.00997173763119001_1836.15_1;-202.88114648238823,0.0,253.14383502135635_-0.04497041760039212,0.0,0.05189394849420482_1.0_-1;202.8811464812004,0.0,253.14383499572156_0.044970417599869646,0.0,0.051893948488196534_1.0_-1;
-6.442997488637567,0.0,47.282105095559274_-1.7607870673679293E-4,0.0,0.009971737724154302_1836.15_1;6.442997488638216,0.0,47.28210509556248_1.7607870673707674E-4,0.0,0.009971737724155015_1836.15_1;-202.9261167927585,0.0,253.19572879915287_-0.04497031037028214,0.0,0.051893777796509985_1.0_-1;202.92611679157017,0.0,253.19572877351206_0.04497031036975964,0.0,0.05189377779050167_1.0_-1;
-6.443173600144337,0.0,47.292076833376356_-1.7611150676988382E-4,0.0,0.009971737817078948_1836.15_1;6.443173600144986,0.0,47.29207683337956_1.7611150677016767E-4,0.0,0.00997173781707966_1836.15_1;-202.97108699594156,0.0,253.2476224063258_-0.04497020318305742,0.0,0.05189360717292122_1.0_-1;202.9710869947527,0.0,253.24762238067896_0.04497020318253489,0.0,0.05189360716691289_1.0_-1;
-6.443349744449346,0.0,47.30204857128632_-1.7614430500925994E-4,0.0,0.009971737909963259_1836.15_1;6.443349744449995,0.0,47.302048571289525_1.761443050095438E-4,0.0,0.009971737909963972_1836.15_1;-203.01605709198026,0.0,253.2995158429492_-0.04497009603869223,0.0,0.05189343662339012_1.0_-1;203.01605709079087,0.0,253.29951581729634_0.04497009603816967,0.0,0.051893436617381765_1.0_-1;
-6.443525921550801,0.0,47.312020309289124_-1.7617710145473498E-4,0.0,0.009971738002807266_1836.15_1;6.44352592155145,0.0,47.312020309292336_1.761771014550189E-4,0.0,0.009971738002807979_1836.15_1;-203.06102708091743,0.0,253.35140910909706_-0.04496998893716086,0.0,0.05189326614786832_1.0_-1;203.0610270797275,0.0,253.3514090834382_0.044969988936638255,0.0,0.05189326614185995_1.0_-1;
-6.443702131446908,0.0,47.32199204738473_-1.7620989610612277E-4,0.0,0.009971738095610992_1836.15_1;6.443702131447557,0.0,47.32199204738795_1.7620989610640675E-4,0.0,0.009971738095611705_1836.15_1;-203.10599696279587,0.0,253.40330220484336_-0.04496988187843762,0.0,0.051893095746307516_1.0_-1;203.1059969616054,0.0,253.4033021791785_0.04496988187791497,0.0,0.051893095740299114_1.0_-1;
-6.4438783741358705,0.0,47.33196378557311_-1.7624268896323722E-4,0.0,0.009971738188374463_1836.15_1;6.443878374136521,0.0,47.33196378557633_1.7624268896352123E-4,0.0,0.009971738188375176_1836.15_1;-203.15096673765836,0.0,253.455195130262_-0.04496977486249682,0.0,0.05189292541865942_1.0_-1;203.15096673646738,0.0,253.45519510459116_0.04496977486197415,0.0,0.05189292541265099_1.0_-1;
-6.444054649615897,0.0,47.341935523854204_-1.7627548002589232E-4,0.0,0.009971738281097707_1836.15_1;6.444054649616547,0.0,47.34193552385742_1.7627548002617632E-4,0.0,0.00997173828109842_1836.15_1;-203.19593640554768,0.0,253.5070878854269_-0.04496966788931284,0.0,0.05189275516487579_1.0_-1;203.19593640435616,0.0,253.50708785975002_0.04496966788879013,0.0,0.051892755158867335_1.0_-1;
-6.444230957885191,0.0,47.35190726222798_-1.7630826929390209E-4,0.0,0.009971738373780748_1836.15_1;6.444230957885841,0.0,47.3519072622312_1.763082692941861E-4,0.0,0.009971738373781461_1836.15_1;-203.24090596650655,0.0,253.5589804704118_-0.044969560958860025,0.0,0.05189258498490845_1.0_-1;203.2409059653145,0.0,253.55898044472892_0.04496956095833729,0.0,0.05189258497889997_1.0_-1;
-6.444407298941958,0.0,47.36187900069441_-1.763410567670807E-4,0.0,0.009971738466423614_1836.15_1;6.444407298942608,0.0,47.36187900069763_1.763410567673647E-4,0.0,0.009971738466424327_1836.15_1;-203.28587542057767,0.0,253.61087288529052_-0.04496945407111278,0.0,0.05189241487870924_1.0_-1;203.2858754193851,0.0,253.6108728596016_0.04496945407059002,0.0,0.05189241487270073_1.0_-1;
-6.444583672784404,0.0,47.37185073925343_-1.7637384244524232E-4,0.0,0.009971738559026331_1836.15_1;6.444583672785054,0.0,47.37185073925665_1.7637384244552636E-4,0.0,0.009971738559027044_1836.15_1;-203.3308447678037,0.0,253.66276513013676_-0.044969347226045515,0.0,0.051892244846230055_1.0_-1;203.33084476661062,0.0,253.66276510444183_0.044969347225522725,0.0,0.05189224484022152_1.0_-1;
-6.444760079410732,0.0,47.38182247790502_-1.7640662632820134E-4,0.0,0.009971738651588926_1836.15_1;6.444760079411383,0.0,47.38182247790824_1.7640662632848538E-4,0.0,0.009971738651589639_1836.15_1;-203.37581400822734,0.0,253.7146572050242_-0.04496924042363267,0.0,0.051892074887422826_1.0_-1;203.37581400703374,0.0,253.71465717932324_0.04496924042310984,0.0,0.051892074881414264_1.0_-1;
-6.444936518819148,0.0,47.39179421664913_-1.7643940841577212E-4,0.0,0.009971738744111423_1836.15_1;6.444936518819799,0.0,47.39179421665235_1.7643940841605618E-4,0.0,0.009971738744112136_1836.15_1;-203.42078314189118,0.0,253.76654911002643_-0.044969133663848686,0.0,0.05189190500223953_1.0_-1;203.42078314069707,0.0,253.76654908431948_0.04496913366332582,0.0,0.05189190499623094_1.0_-1;
-6.445112991007855,0.0,47.40176595548572_-1.7647218870776916E-4,0.0,0.009971738836593849_1836.15_1;6.445112991008507,0.0,47.40176595548895_1.7647218870805323E-4,0.0,0.009971738836594562_1836.15_1;-203.46575216883784,0.0,253.81844084521705_-0.04496902694666804,0.0,0.051891735190632185_1.0_-1;203.46575216764322,0.0,253.8184408195041_0.04496902694614514,0.0,0.05189173518462357_1.0_-1;
-6.445289495975059,0.0,47.41173769441476_-1.7650496720400703E-4,0.0,0.00997173892903623_1836.15_1;6.445289495975712,0.0,47.41173769441799_1.765049672042911E-4,0.0,0.009971738929036944_1836.15_1;-203.5107210891099,0.0,253.87033241066962_-0.04496892027206522,0.0,0.05189156545255284_1.0_-1;203.51072108791476,0.0,253.87033238495064_0.044968920271542284,0.0,0.0518915654465442_1.0_-1;
-6.445466033718963,0.0,47.4217094334362_-1.7653774390430032E-4,0.0,0.009971739021438593_1836.15_1;6.445466033719616,0.0,47.421709433439425_1.765377439045844E-4,0.0,0.009971739021439305_1836.15_1;-203.55568990274992,0.0,253.92222380645757_-0.044968813640014746,0.0,0.05189139578795361_1.0_-1;203.55568990155425,0.0,253.9222237807326_0.04496881363949178,0.0,0.05189139578194494_1.0_-1;
-6.445642604237772,0.0,47.43168117255_-1.7657051880846383E-4,0.0,0.009971739113800964_1836.15_1;6.445642604238425,0.0,47.431681172553226_1.7657051880874794E-4,0.0,0.009971739113801677_1836.15_1;-203.6006586098004,0.0,253.97411503265434_-0.04496870705049115,0.0,0.051891226196786634_1.0_-1;203.60065860860422,0.0,253.97411500692337_0.04496870704996816,0.0,0.051891226190777934_1.0_-1;
-6.445819207529689,0.0,47.44165291175612_-1.7660329191631233E-4,0.0,0.009971739206123369_1836.15_1;6.4458192075303415,0.0,47.44165291175935_1.7660329191659645E-4,0.0,0.009971739206124082_1836.15_1;-203.64562721030387,0.0,254.02600608933335_-0.04496860050346898,0.0,0.051891056679004094_1.0_-1;203.64562720910718,0.0,254.02600606359636_0.04496860050294596,0.0,0.051891056672995366_1.0_-1;
-6.445995843592916,0.0,47.45162465105453_-1.7663606322766074E-4,0.0,0.009971739298405833_1836.15_1;6.445995843593569,0.0,47.451624651057756_1.766360632279449E-4,0.0,0.009971739298406546_1836.15_1;-203.6905957043028,0.0,254.0778969765679_-0.04496849399892282,0.0,0.05189088723455821_1.0_-1;203.69059570310557,0.0,254.0778969508249_0.04496849399839977,0.0,0.051890887228549454_1.0_-1;
-6.446172512425659,0.0,47.46159639044518_-1.7666883274232404E-4,0.0,0.009971739390648382_1836.15_1;6.446172512426312,0.0,47.461596390448406_1.766688327426082E-4,0.0,0.009971739390649095_1836.15_1;-203.73556409183965,0.0,254.12978769443131_-0.044968387536827255,0.0,0.051890717863401256_1.0_-1;203.73556409064187,0.0,254.1297876686823_0.04496838753630418,0.0,0.05189071785739247_1.0_-1;
-6.446349214026119,0.0,47.47156812992803_-1.7670160046011728E-4,0.0,0.009971739482851042_1836.15_1;6.446349214026772,0.0,47.471568129931256_1.7670160046040148E-4,0.0,0.009971739482851755_1836.15_1;-203.7805323729568,0.0,254.1816782429968_-0.04496828111715691,0.0,0.05189054856548554_1.0_-1;203.7805323717585,0.0,254.18167821724177_0.044968281116633806,0.0,0.05189054855947673_1.0_-1;
-6.4465259483925,0.0,47.481539869503045_-1.7673436638085562E-4,0.0,0.00997173957501384_1836.15_1;6.446525948393153,0.0,47.48153986950627_1.7673436638113987E-4,0.0,0.009971739575014554_1836.15_1;-203.8255005476967,0.0,254.23356862233757_-0.044968174739886416,0.0,0.05189037934076341_1.0_-1;203.82550054649786,0.0,254.23356859657653_0.04496817473936328,0.0,0.05189037933475457_1.0_-1;
-6.446702715523005,0.0,47.49151160917018_-1.7676713050435432E-4,0.0,0.009971739667136803_1836.15_1;6.446702715523657,0.0,47.49151160917341_1.7676713050463857E-4,0.0,0.009971739667137516_1836.15_1;-203.87046861610168,0.0,254.28545883252676_-0.04496806840499043,0.0,0.05189021018918726_1.0_-1;203.87046861490234,0.0,254.28545880675972_0.04496806840446726,0.0,0.051890210183178395_1.0_-1;
-6.446879515415835,0.0,47.501483348929405_-1.7679989283042867E-4,0.0,0.009971739759219955_1836.15_1;6.446879515416488,0.0,47.50148334893263_1.7679989283071295E-4,0.0,0.009971739759220668_1836.15_1;-203.91543657821413,0.0,254.33734887363747_-0.04496796211244363,0.0,0.05189004111070953_1.0_-1;203.91543657701425,0.0,254.33734884786443_0.04496796211192042,0.0,0.051890041104700635_1.0_-1;
-6.447056348069195,0.0,47.51145508878067_-1.768326533588941E-4,0.0,0.00997173985126332_1836.15_1;6.4470563480698475,0.0,47.5114550887839_1.7683265335917837E-4,0.0,0.009971739851264034_1836.15_1;-203.96040443407634,0.0,254.38923874574274_-0.0449678558622207,0.0,0.05188987210528268_1.0_-1;203.96040443287595,0.0,254.3892387199637_0.04496785586169746,0.0,0.05188987209927376_1.0_-1;
-6.447233213481284,0.0,47.52142682872394_-1.7686541208956604E-4,0.0,0.009971739943266928_1836.15_1;6.447233213481938,0.0,47.521426828727165_1.7686541208985034E-4,0.0,0.009971739943267641_1836.15_1;-204.00537218373063,0.0,254.4411284489156_-0.04496774965429637,0.0,0.051889703172859236_1.0_-1;204.00537218252973,0.0,254.44112842313058_0.04496774965377309,0.0,0.051889703166850286_1.0_-1;
-6.447410111650306,0.0,47.53139856875917_-1.768981690222601E-4,0.0,0.009971740035230802_1836.15_1;6.44741011165096,0.0,47.5313985687624_1.7689816902254443E-4,0.0,0.009971740035231515_1836.15_1;-204.05033982721926,0.0,254.493017983229_-0.04496764348864536,0.0,0.051889534313391744_1.0_-1;204.05033982601785,0.0,254.49301795743796_0.04496764348812205,0.0,0.051889534307382766_1.0_-1;
-6.4475870425744635,0.0,47.54137030888633_-1.7693092415679192E-4,0.0,0.00997174012715497_1836.15_1;6.447587042575117,0.0,47.541370308889555_1.7693092415707628E-4,0.0,0.009971740127155683_1836.15_1;-204.0953073645845,0.0,254.54490734875583_-0.044967537365242435,0.0,0.05188936552683281_1.0_-1;204.09530736338257,0.0,254.54490732295878_0.0449675373647191,0.0,0.05188936552082381_1.0_-1;
-6.447764006251957,0.0,47.551342049105365_-1.7696367749297725E-4,0.0,0.009971740219039456_1836.15_1;6.44776400625261,0.0,47.5513420491086_1.7696367749326164E-4,0.0,0.00997174021904017_1836.15_1;-204.14027479586855,0.0,254.59679654556896_-0.04496743128406238,0.0,0.05188919681313507_1.0_-1;204.1402747946661,0.0,254.59679651976592_0.04496743128353901,0.0,0.051889196807126045_1.0_-1;
-6.447941002680987,0.0,47.561313789416246_-1.769964290306319E-4,0.0,0.009971740310884287_1836.15_1;6.447941002681641,0.0,47.561313789419486_1.7699642903091627E-4,0.0,0.009971740310885_1836.15_1;-204.18524212111362,0.0,254.6486855737412_-0.04496732524507997,0.0,0.05188902817225121_1.0_-1;204.18524211991067,0.0,254.64868554793216_0.04496732524455657,0.0,0.051889028166242156_1.0_-1;
-6.448118031859757,0.0,47.57128552981894_-1.7702917876957175E-4,0.0,0.009971740402689487_1836.15_1;6.44811803186041,0.0,47.57128552982218_1.7702917876985617E-4,0.0,0.0099717404026902_1836.15_1;-204.23020934036188,0.0,254.70057443334534_-0.044967219248270046,0.0,0.05188885960413394_1.0_-1;204.23020933915842,0.0,254.7005744075303_0.044967219247746604,0.0,0.051888859598124865_1.0_-1;
-6.4482950937864665,0.0,47.581257270313394_-1.770619267096128E-4,0.0,0.009971740494455083_1836.15_1;6.44829509378712,0.0,47.581257270316634_1.7706192670989727E-4,0.0,0.009971740494455796_1836.15_1;-204.2751764536555,0.0,254.75246312445407_-0.04496711329360742,0.0,0.051888691108736035_1.0_-1;204.27517645245152,0.0,254.75246309863303_0.04496711329308394,0.0,0.05188869110272693_1.0_-1;
-6.448472188459317,0.0,47.591229010899575_-1.7709467285057117E-4,0.0,0.0099717405861811_1836.15_1;6.448472188459971,0.0,47.591229010902815_1.7709467285085563E-4,0.0,0.009971740586181813_1836.15_1;-204.32014346103657,0.0,254.80435164714007_-0.04496700738106695,0.0,0.05188852268601029_1.0_-1;204.32014345983205,0.0,254.80435162131303_0.04496700738054345,0.0,0.05188852268000116_1.0_-1;
-6.4486493158765095,0.0,47.601200751577444_-1.7712741719226295E-4,0.0,0.009971740677867564_1836.15_1;6.448649315877163,0.0,47.601200751580684_1.7712741719254745E-4,0.0,0.009971740677868277_1836.15_1;-204.3651103625472,0.0,254.85624000147598_-0.044966901510623526,0.0,0.051888354335909555_1.0_-1;204.36511036134215,0.0,254.85623997564292_0.04496690151009999,0.0,0.051888354329900396_1.0_-1;
-6.448826476036244,0.0,47.61117249234696_-1.7716015973450442E-4,0.0,0.0099717407695145_1836.15_1;6.448826476036898,0.0,47.6111724923502_1.7716015973478892E-4,0.0,0.009971740769515213_1836.15_1;-204.41007715822946,0.0,254.90812818753437_-0.04496679568225204,0.0,0.05188818605838671_1.0_-1;204.41007715702386,0.0,254.9081281616953_0.044966795681728476,0.0,0.05188818605237752_1.0_-1;
-6.4490036689367205,0.0,47.62114423320808_-1.7719290047711186E-4,0.0,0.009971740861121936_1836.15_1;6.449003668937376,0.0,47.621144233211325_1.7719290047739638E-4,0.0,0.009971740861122649_1836.15_1;-204.45504384812537,0.0,254.96001620538777_-0.04496668989592741,0.0,0.051888017853394676_1.0_-1;204.45504384691927,0.0,254.96001617954266_0.04496668989540381,0.0,0.05188801784738547_1.0_-1;
-6.44918089457614,0.0,47.63111597416077_-1.772256394199017E-4,0.0,0.009971740952689895_1836.15_1;6.449180894576796,0.0,47.63111597416402_1.7722563942018624E-4,0.0,0.009971740952690608_1836.15_1;-204.500010432277,0.0,255.01190405510866_-0.044966584151624564,0.0,0.05188784972088643_1.0_-1;204.50001043107036,0.0,255.01190402925755_0.044966584151100934,0.0,0.05188784971487719_1.0_-1;
-6.449358152952703,0.0,47.64108771520499_-1.7725837656269042E-4,0.0,0.009971741044218404_1836.15_1;6.449358152953359,0.0,47.641087715208236_1.77258376562975E-4,0.0,0.009971741044219117_1836.15_1;-204.54497691072632,0.0,255.06379173676947_-0.044966478449318455,0.0,0.05188768166081497_1.0_-1;204.54497690951916,0.0,255.06379171091237_0.0449664784487948,0.0,0.05188768165480571_1.0_-1;
-6.449535444064608,0.0,47.6510594563407_-1.772911119052946E-4,0.0,0.009971741135707488_1836.15_1;6.449535444065265,0.0,47.651059456343944_1.772911119055792E-4,0.0,0.0099717411357082_1836.15_1;-204.5899432835153,0.0,255.1156792504426_-0.04496637278898406,0.0,0.05188751367313336_1.0_-1;204.58994328230762,0.0,255.11567922457948_0.04496637278846038,0.0,0.05188751366712407_1.0_-1;
-6.449712767910055,0.0,47.66103119756785_-1.773238454475309E-4,0.0,0.009971741227157173_1836.15_1;6.449712767910713,0.0,47.6610311975711_1.773238454478155E-4,0.0,0.009971741227157885_1836.15_1;-204.6349095506859,0.0,255.1675665962004_-0.04496626717059639,0.0,0.05188734575779467_1.0_-1;204.6349095494777,0.0,255.16756657033127_0.04496626717007267,0.0,0.05188734575178535_1.0_-1;
-6.449890124487244,0.0,47.67100293888642_-1.7735657718921606E-4,0.0,0.009971741318567484_1836.15_1;6.4498901244879026,0.0,47.671002938889664_1.7735657718950066E-4,0.0,0.009971741318568197_1836.15_1;-204.67987571228002,0.0,255.21945377411515_-0.044966161594130444,0.0,0.05188717791475204_1.0_-1;204.6798757110713,0.0,255.21945374824003_0.04496616159360669,0.0,0.05188717790874269_1.0_-1;
-6.450067513794375,0.0,47.68097468029636_-1.7738930713016689E-4,0.0,0.009971741409938447_1836.15_1;6.450067513795033,0.0,47.680974680299606_1.7738930713045152E-4,0.0,0.00997174140993916_1836.15_1;-204.7248417683396,0.0,255.2713407842591_-0.04496605605956126,0.0,0.051887010143958634_1.0_-1;204.72484176713033,0.0,255.271340758378_0.044966056059037474,0.0,0.05188701013794926_1.0_-1;
-6.450244935829645,0.0,47.690946421797626_-1.7742203527020028E-4,0.0,0.009971741501270087_1836.15_1;6.450244935830304,0.0,47.690946421800874_1.7742203527048496E-4,0.0,0.0099717415012708_1836.15_1;-204.76980771890646,0.0,255.32322762670447_-0.0449659505668639,0.0,0.05188684244536767_1.0_-1;204.76980771769666,0.0,255.32322760081735_0.04496595056634008,0.0,0.05188684243935827_1.0_-1;
-6.450422390591255,0.0,47.70091816339019_-1.7745476160913325E-4,0.0,0.009971741592562429_1836.15_1;6.450422390591913,0.0,47.70091816339344_1.7745476160941796E-4,0.0,0.009971741592563142_1836.15_1;-204.8147735640225,0.0,255.3751143015234_-0.04496584511601343,0.0,0.05188667481893238_1.0_-1;204.81477356281215,0.0,255.37511427563027_0.04496584511548957,0.0,0.05188667481292296_1.0_-1;
